#NAME	AIH018	AIH021	AIH022	AIH035	AIH036	AIH039	AIH040	AIH043	AIH047	AIH052	AIH058	AIH059	AIH068	AIH069	AIH070	AIH071	AIH049	AIH050	AIH051	AIH053	AIH054	AIH055	AIH056	AIH057	AIH060	AIH061	AIH062	AIH063	AIH064	AIH065	AIH066	AIH076	AIH081	AIH082	AIH083
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Cellulosilyticum; OTU1320|NN=Cellulosilyticum_lentocellum_X71851|D=90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae	10	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	3	0	0	1	0	0	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1336|NN=Clostridium_methylpentosum_Y18181|D=91.5	0	0	0	4	2	0	0	0	2	2	2	0	3	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU1592|NN=Christensenella_minuta_AB490809|D=88.2	0	0	0	0	0	0	0	1	0	30	16	3	1	69	0	32	1	5	0	2	0	4	6	10	0	1	4	23	9	6	0	0	0	2	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU1527|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=93.9	10	0	0	61	2	1	0	130	0	9	48	19	19	151	14	85	19	6	18	58	100	16	21	27	130	6	8	57	82	8	37	81	26	49	6
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1695|NN=Christensenella_minuta_AB490809|D=84	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	2	196	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1615|NN=Eubacterium_ventriosum_EUBRRDAB|D=95.1	0	0	0	0	0	0	0	10	0	7	24	0	37	51	0	0	10	20	5	0	0	6	0	2	0	2	0	0	0	156	0	0	0	0	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU516|NN=Prevotella_copri_AB064923|D=96.6	0	0	0	25	115	0	24	62	0	0	0	4	80	4	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	14	16	26	4	7	25	4	10	7	6	14	4	19	22	5	14	9	16	14	13	21	7	16	15	18	23	2	14	9	15	4	14	10	9	17
Bacteria; Firmicutes; Clostridia; Clostridiales; [Mogibacteriaceae]; unclassified; OTU100|NN=Eubacterium_saphenum_GU427005|D=91	1	0	0	0	1	0	0	2	0	2	1	2	5	8	4	0	15	0	2	3	0	3	3	0	2	40	0	2	1	1	0	0	0	0	4
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_paraputrificum	0	46	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes_indistinctus	0	0	0	48	118	0	2	286	0	0	26	1	4	8	0	0	20	0	264	257	61	194	62	108	87	28	38	289	206	484	0	253	35	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	4	4	0	0	0	0	19	0	0	0	0	38	10	0	0	0	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Intestinimonas; Intestinimonas_butyriciproducens	5	1	144	3	0	22	1	0	22	7	0	0	0	13	0	24	2	4	0	1	3	12	8	14	9	6	0	104	5	8	4	682	7	0	2
Bacteria; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium	13	20	7707	9	94	50	7	435	143	369	188	26	212	162	916	267	1710	7	121	305	428	2	28	367	159	282	94	32	167	355	343	2	114	12660	8665
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; OTU19|NN=Phenylobacterium_haematophilum_AJ244650|D=97	2	11	13	14	2	11	0	1	1	2	0	0	0	3	0	0	0	0	0	0	0	9	2	0	0	0	3	55	3	0	0	0	28	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU1682|NN=Oscillibacter_valericigenes_AB238598|D=91.1	2	0	0	0	0	0	0	0	0	0	0	1	225	0	0	0	21	0	0	0	0	0	365	0	0	278	0	0	0	0	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU1731|NN=Roseburia_intestinalis_AB661435|D=97	168	31	32	345	375	8220	330	678	311	731	2822	75	224	221	1725	449	1236	2378	117	3476	896	1599	3798	2946	618	334	836	18170	803	985	2895	1	2804	1041	1080
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU661|NN=Blautia_wexlerae_EF036467|D=94.9	7	40	12	140	18	22	48	21	9	69	56	19	363	7	14	23	1147	82	68	175	83	15	178	135	50	519	114	321	78	36	177	0	64	980	201
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1616|NN=Fusicatenibacter_saccharivorans_AB698912|D=90.2	36	21	6	37	33	82	17	14	11	66	17	27	634	39	71	11	2939	39	33	60	56	18	102	150	270	419	40	215	247	45	81	1	36	161	71
Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	140	2	55	31	275	13	35	4	13	0	15	78	8	243	24	8	27	0	2	4	3	1	5	1	1	2	1	1	2	1	3	4	31	4	2
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; Brevundimonas_diminuta	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU131|NN=Oscillibacter_valericigenes_AB238598|D=93.5	0	0	0	3	7	0	0	3	2	17	0	0	0	22	3	12	3	0	3	2	1	3	4	0	5	0	0	0	27	1	1	0	12	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1491|NN=Eubacterium_sulci_AJ006963|D=90.3	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	52	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; OTU1096|NN=Alistipes_indistinctus_AB600999|D=96	0	2	0	0	64	0	0	8	37	0	0	0	14	0	169	0	3	0	3	0	0	0	0	0	0	29	36	0	0	1	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1160|NN=Clostridium_methylpentosum_Y18181|D=94.6	0	0	0	0	0	0	0	0	3	8	4	2	0	1	0	12	0	0	2	16	10	12	3	0	0	0	0	0	17	5	9	0	22	0	23
Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; Victivallaceae; Victivallis; Victivallis_vadensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU318|NN=Barnesiella_intestinihominis_AB370251|D=85	0	0	0	0	0	0	0	1	0	3	0	8	4	0	5	0	0	12	3	11	8	0	0	68	0	0	0	0	15	0	5	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU120|NN=Anoxystipes_fissicatena_NR_104800.1|D=92.1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	11	0	0	0	50	4	0	0	21	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	7	0	2	15	1	69	1	52	19	100	144	8	6	4	49	47	95	67	4	199	67	282	378	69	71	17	15	179	48	39	280	0	99	31	26
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU395|NN=Clostridium_bolteae_AJ508452|D=93.5	13	2	5	6	1	14	7	9	1	16	16	16	173	0	173	4	55	6	17	39	0	43	0	57	28	11	14	0	29	398	6	0	16	166	151
Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Shigella; Shigella_sonnei	136	555	2	9	9	64	0	3	156	8	6	35	38	98	0	22	7	18	24	5	34	0	7	10	4	0	3	0	11	81	0	523	23	0	103
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU234|NN=Prevotella_conceptionensis_HM587326|D=87.4	40	0	7	1	0	0	0	0	3	0	0	0	0	0	0	38	0	0	0	9	5	0	1	2	1	0	1	51	13	0	6	0	4	2	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Pelomonas; Pelomonas_saccharophila	6	42	46	16	13	42	0	16	8	11	0	4	2	30	18	6	0	2	10	19	13	37	4	52	7	1	8	258	12	8	11	6	77	1	2
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae	19	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria; Firmicutes	0	0	0	0	0	0	0	0	0	23	47	0	10	0	0	0	0	0	320	0	0	0	0	7	39	4	0	0	4	0	0	0	0	0	42
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium	5	45	0	20	2	62	0	1	17	1	5	2	28	45	25	2	91	7	5	26	2	0	4	43	13	197	84	24	13	2	7	0	25	279	455
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU540|NN=Gemmiger_formicilis_GU562446|D=93.7	0	0	0	0	0	0	0	0	0	19	16	0	2	0	0	0	0	108	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	2
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	1	24	41	0	0	2	0	0	0	1	0	0	2	522	0	0	0	0	1	0	5	0	0	1	1	0	0	0	0	0	0	4	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira	170	0	0	65	0	0	0	2	12	37	49	2	8	10	3	112	10	20	12	18	34	62	14	11	62	4	4	52	163	19	6	8	79	70	49
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; Phenylobacterium_haematophilum	18	26	37	9	6	31	1	2	16	3	1	7	2	36	57	7	0	4	16	37	10	24	2	45	6	0	32	124	6	5	9	16	31	3	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU156|NN=Oscillibacter_valericigenes_AB238598|D=95.3	0	8	6	310	184	1	50	172	681	403	689	51	438	138	1040	6	717	558	38	16	14	256	116	1	497	384	34	0	1	40	14	218	145	0	31
Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1	6	6	0	0	13	0	0	7	7	0	1	0	6	0	0	2	5	1	21	2	0	3	23	2	0	9	6	1	1	3	3	4	2	2
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	14	2	18	1	1	5	0	0	28	16	3	0	5	12	34	6	2	5	15	19	14	0	4	126	5	0	10	3	2	17	9	16	9	0	1
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Atopobium	7	12	2	6	5	14	1	0	8	0	0	0	0	6	0	2	0	0	2	3	5	5	0	0	0	0	0	0	11	0	0	4	6	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU555|NN=Christensenella_minuta_AB490809|D=88.7	0	0	1	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia	2	0	0	22	4	0	0	1	2	2	5	0	116	2	1	60	172	8	16	2	0	0	5	11	9	127	6	7	31	5	1	0	13	0	29
Bacteria	27	16	42	7	7	52	2	15	12	25	21	4	35	27	16	33	11	28	22	35	30	9	27	33	32	51	2	13	7	8	11	28	23	12	22
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU521|NN=Papillibacter_cinnamivorans_AF167711|D=89.6	0	0	0	19	7	0	0	1	1	1	5	0	12	10	14	17	12	6	0	14	0	0	7	0	18	18	0	16	4	1	83	1	0	0	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	2	0	0	2	9	1	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	3	0	0	2	0	2	1	3	0	1	0	2	1	1	1	3	19	5	4	40	5	0	0	0	1	2	0	0	3	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	0	0	0	14	0	11	1	4	38	0	8	0	2	122	0	0	45	50	30	0	0	40	12	16	38	35	1	23	66	10	10	0	150	137	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Gordonibacter; Gordonibacter_pamelaeae	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	2	4	0	0	1	2	7	0	1	1	2	1	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU867|NN=Christensenella_minuta_AB490809|D=91.9	1	0	0	11	0	0	1	16	0	31	5	1	0	20	19	12	6	46	8	73	0	4	13	14	17	0	14	5	2	142	0	0	31	3	0
Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; OTU483|NN=Lactobacillus_rogosae_GU269544|D=95.9	0	16	0	7	19	127	0	21	18	37	12	0	6	17	6	0	153	34	26	22	2	1	6	41	41	41	5	0	11	0	14	2	33	117	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Ruminococcus_lactaris	39	4	0	93	0	5	3	0	1	27	457	0	15	0	11	299	114	80	24	37	18	33	8	0	49	30	11	158	43	3	0	0	234	0	76
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1551|NN=Clostridium_sporosphaeroides_CLORR16SAD|D=91.1	0	0	0	0	0	0	0	0	0	2	30	6	0	0	0	71	1	0	0	1	5	4	0	103	0	0	3	0	79	4	2	0	74	124	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU383|NN=Clostridium_populeti_X71853|D=91.5	1	0	4	0	0	0	1	0	140	39	561	26	78	32	0	2	18	119	6	2	10	67	2	214	387	116	16	557	74	89	0	0	386	57	353
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU174|NN=Anoxystipes_fissicatena_NR_104800.1|D=92.4	6	1	0	47	13	1013	2	11	51	6	186	3	41	13	16	9	108	42	3	4	6	9	36	65	42	25	13	1	31	5	54	0	2	21	40
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU855|NN=Roseburia_faecis_AY804149|D=95.5	3	3	0	3084	11	34	0	29	351	22	190	2	26	1	5	99	97	16	4	36	4	12	1175	27	91	21	10	32	9	903	52	0	9	20	352
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	13	31	0	5	36	72	1	17	4	1	16	53	35	19	8	32	39	20	29	40	26	11	0	1	30	19	3	16	46	25	24	0	18	0	44
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	0	0	0	0	0	0	2	0	9	11	33	1	0	0	353	3	0	10	0	84	0	13	375	3	0	0	1	5	2	0	0	0	12	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; OTU1424|NN=Dorea_formicigenerans_EUBRRDP|D=96.7	27	4	147	2	3	145	3	16	11	13	12	9	110	19	30	2	99	4	7	31	3	1	7	18	7	58	8	14	99	10	2	170	22	722	192
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium	11	2	1	6	2	110	0	0	4	21	0	1	48	6	13	1	71	54	34	42	21	1	8	10	20	7	70	61	5	32	34	5	36	222	333
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	9	2	0	1	12	3	8	14	1	14	41	16	3	0	8	4	6	10	4	27	15	31	2	6	18	34	21	6	1	12	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU520|NN=Clostridium_bolteae_AJ508452|D=93.9	0	0	0	2	0	0	0	0	0	3	1	0	1	3	1	1	8	0	1	0	0	0	1	0	0	0	10	11	2	0	1	0	4	116	65
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU220|NN=Ruminococcus_gnavus_JN713312|D=92.1	0	0	0	2	0	0	0	0	0	0	2	0	6	0	0	0	13	0	2	0	0	0	0	4	0	1	2	0	0	1	0	0	0	0	11
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	61	0	0	0	0	0	0	0	1	14	0	0	3	7	1	12	0	2	0	1	0	0	35	0	0	1	0	0	0	1	0	3
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Rothia; OTU252|NN=Rothia_aeria_AB753461|D=96.6	5	0	29	1	5	7	0	1	0	0	4	2	3	0	2	0	11	0	0	1	0	0	2	0	1	1	1	7	0	0	0	0	5	38	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU694|NN=Clostridium_clariflavum_NR_102987.1|D=85.2	0	0	0	3	0	64	4	81	119	42	74	11	38	2	31	73	329	32	74	71	56	185	35	71	54	63	15	60	144	18	84	0	169	101	35
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU699|NN=Clostridium_methylpentosum_Y18181|D=88.8	125	0	2	6	1	24	1	25	0	0	12	2	1	3	25	25	47	14	1	47	8	15	1	4	8	0	14	15	49	64	8	0	102	0	18
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	15	14	24	7	7	24	3	11	7	12	19	4	21	25	13	21	12	30	13	22	17	8	16	23	32	24	5	12	10	16	11	30	23	12	17
Bacteria	22	11	50	9	8	38	7	19	10	9	16	6	39	44	12	20	12	26	16	30	22	13	24	32	34	32	8	19	10	14	12	18	28	17	26
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU103|NN=Prevotella_oralis_AY323522|D=89.1	0	0	1	0	0	11	21	0	8671	0	0	0	0	0	0	0	1	0	0	1	0	0	12	1	1	0	0	0	1	1	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	4	2	7	0	2	16	0	0	1	0	0	0	1	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus	10	0	0	3	0	3	2	6	0	3	4	9	144	16	51	10	181	4	16	3	1	3	0	1	5	316	11	11	54	9	11	1	24	145	77
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	0	0	2	0	12	0	15	0	0	0	7	0	0	196	6	0	4	15	18	0	0	2	7	2	0	0	0	0	5	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Butyricimonas; OTU1456|NN=Butyricimonas_virosa_AB443949|D=96.2	0	0	0	1	46	0	0	0	0	0	0	0	1	29	26	0	268	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; OTU1376|NN=Acinetobacter_septicus_EF611418|D=96	2	1	7	8	0	0	0	0	2	2	0	3	0	11	17	1	0	2	6	14	6	4	1	30	0	0	7	4	2	5	2	5	0	5	0
Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	77	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	1	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	1	0	0	1	0	2	14	0	2	0	1	12	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU869|NN=Papillibacter_cinnamivorans_AF167711|D=90.2	0	0	0	86	0	0	0	0	77	0	13	41	3	0	0	0	6	46	7	1	0	17	1	5	0	0	38	5	174	2	0	0	0	0	921
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	24	0	0	0	0	2	0	0	2	1	0	0	0	4	0	0	1	0	24	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae	0	0	0	6	0	0	0	4	27	3	0	0	7	36	26	13	0	2	5	10	16	0	2	5	13	1	0	20	7	17	8	0	12	9	5
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU468|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=93.9	0	0	0	0	0	0	0	0	6	13	0	5	0	12	0	14	0	36	0	8	1	0	4	0	8	0	0	12	21	5	0	0	187	18	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Candidatus Soleaferrea; OTU1689|NN=Soleaferrea_massiliensis_JX101688|D=88.9	2	0	2	0	0	0	0	2	9	28	42	49	0	63	0	46	3	5	1	3	47	0	22	164	57	24	5	0	2	2	0	12	134	221	168
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU136|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=91.2	1	0	0	9	0	0	5	0	1	24	265	0	12	0	0	0	25	23	0	0	0	1	0	0	0	110	107	0	59	14	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	318	486	1	2	11	27	1	10	3	13	8	55	26	15	2	21	104	115	4	16	36	54	2	6	47	73	0	15	12	43	40	763	52	0	120
Bacteria	22	9	35	3	14	36	4	15	6	14	18	4	23	34	14	25	16	24	22	26	22	8	16	26	27	34	5	14	12	15	6	32	22	11	26
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	1	0	0	50	4	0	0	1	0	0	0	3	63	79	0	1	0	0	0	0	1755	0	0	0	2	1635	17	76	0	1	4	2	0	1	3
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; Veillonella_rogosae	39	5	0	6	3	10	1	2	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	2	0	91	2	13
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	6	1	2	0	0	13	0	8	24	0	44	5	3	0	10	0	1	10	8	1	0	45	0	0	98	6	6	15	3	22	6	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU206|NN=Oscillibacter_valericigenes_AB238598|D=95.4	11	11	1	147	37	123	1	105	35	51	265	50	13	580	351	160	41	90	5	121	575	91	122	95	113	6	1	286	135	117	354	0	306	220	36
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU1103|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=92.3	40	0	3	0	0	0	2	0	21	0	6	4	5	0	0	41	16	0	1	0	0	29	0	72	1	9	13	0	10	3	0	0	9	3	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium	73	0	0	13	43	29	0	16	7	14	50	20	19	16	16	27	123	21	19	48	25	37	15	13	32	151	15	32	48	6	57	0	61	82	50
Bacteria	6	0	0	0	0	0	0	0	0	6	0	7	0	0	3	1	0	14	30	12	15	0	11	72	13	0	5	0	19	3	2	2	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; OTU1387|NN=Alistipes_timonensis_JF824799|D=96.6	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	7	0	3	0	0	1	0	0	0	1	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1524|NN=Anaerofilum_pentosovorans_X97852|D=90.6	6	4	0	12	0	0	0	0	0	21	5	0	3	99	0	10	12	0	4	12	62	10	0	15	0	0	7	254	45	10	39	8	15	23	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Dialister; Dialister_pneumosintes	0	0	0	2	1	385	2	3	2	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU840|NN=Oscillibacter_valericigenes_AB238598|D=94.8	0	1	0	15	5	0	0	3	4	11	3	0	1	11	12	32	1	16	3	27	22	1	4	17	15	2	7	38	20	5	4	0	29	141	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU841|NN=Eubacterium_saphenum_GU427005|D=91.9	21	1	0	72	15	0	0	2	51	7	12	12	7	46	42	23	34	18	8	47	37	140	32	1	27	29	1	69	140	45	46	0	0	0	34
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	0	0	0	0	0	0	0	0	1	3	17	0	1	0	0	0	2	2	0	6	1	0	0	23	0	0	3	0	7	2	1	0	4	5	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; Dorea_longicatena	23	784	9	51	16	64	1	12	22	15	53	11	446	20	11	56	497	100	16	59	14	27	61	63	54	200	28	37	69	16	33	1	50	110	3736
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	10	0	0	23	0	0	0	0	1	0	0	0	1	0	0
