#NAME	AIH001	AIH002	AIH003	AIH005	AIH006	AIH007	AIH009	AIH018	AIH020	AIH021	AIH022	AIH023	AIH026	AIH027	AIH029	AIH030	AIH031	AIH032	AIH033	AIH035	AIH036	AIH037	AIH039	AIH040	AIH042	AIH043	AIH046	AIH047	AIH049	AIH050	AIH051	AIH052	AIH053	AIH054	AIH055	AIH056	AIH057	AIH058	AIH059	AIH060	AIH061	AIH062	AIH063	AIH064	AIH065	AIH066	AIH068	AIH069	AIH070	AIH071	AIH072	AIH074	AIH076	AIH077	AIH081	AIH082	AIH083
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1536|NN=Eubacterium_ventriosum_EUBRRDAB|D=95.6	121	317	207	24	0	0	0	82	0	0	0	87	22	0	0	0	20	0	2	9	0	0	0	3	221	21	13	43	48	27	51	3	75	31	23	767	114	107	1	72	9	95	93	94	22	62	603	130	1240	4	0	0	0	0	644	1	2
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; unclassified; OTU303|NN=Eggerthella_lenta_AF292375|D=87.9	2	6	2	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	2	8	0	0	0	0	0	45	0	20	0	0	1	0	0	3	18	17	2	20	1	0	0	40	0	0	0	0	0	0	58
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia	60	2	694	13	84	0	27	456	0	548	0	0	26	0	0	24	216	1	15	355	2	359	986	6	7	35	7	53	829	48	42	1	662	45	7	264	245	212	24	125	1	17	769	160	74	174	244	42	88	43	3	0	0	2	58	21	8
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Collinsella; Collinsella_aerofaciens	24	10	37	6	20	0	9	15	1648	1	6	0	113	218	674	69	0	0	1	54	1	0	28	1	4103	83	54	703	341	16	83	5	303	63	10	34	7	20	4	3	399	51	33	507	56	0	183	27	255	35	0	56	0	20	6	0	53
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU160|NN=Intestinimonas_butyriciproducens_JX101685.1|D=91.4	115	162	0	163	16	0	193	0	0	3	11	0	0	0	0	897	14	6	0	89	0	0	925	24	0	880	191	4073	3186	360	396	226	146	2	374	16	1	56	0	371	384	90	17	630	314	0	53	0	1170	0	33	0	0	545	222	0	852
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Paraprevotella; Paraprevotella_clara	96	0	0	0	19	0	0	0	0	0	0	0	0	10	1	2	0	0	0	118	0	0	0	19	0	0	0	2	0	0	0	686	2832	2	0	5	1	1132	41	4	0	0	0	1	0	0	0	0	0	0	159	0	0	381	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU480|NN=Butyrivibrio_crossotus_FR733670|D=85.8	107	0	0	0	105	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	99	0	0	0	0	0	0	1	228	0	0	89	0	0	0	0	0	65	0	0	0	127	0	0	0	0	0	0
Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Akkermansia; Akkermansia_muciniphila	7	16	13	3903	9	16	1	120	1	8	15	25480	0	15	3	141	2	13	57140	1043	0	6	8	13	3921	0	8	4702	19	6615	1378	25440	185	12890	31	60	2108	3480	552	2084	561	2002	598	287	110	1197	18	11800	6	1	1675	4	6	9123	0	3	1938
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; unclassified; OTU228|NN=Sutterella_parvirubra_AB300989|D=92.9	70	0	0	0	24	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	235	0	0	0	0	0	0	22	0	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia; OTU24|NN=Massilia_aurea_AM231588|D=96.2	40	16	10	5	22	5	25	62	1	26	3	0	9	7	0	11	6	6	1	0	2	6	15	0	3	0	18	44	2	16	42	15	70	48	1	8	155	13	7	13	3	27	28	39	42	8	15	55	102	4	4	21	26	19	2	4	2
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; Barnesiella_intestinihominis	53	4	2	238	24	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	40	0	0	1	219	119	0	94	8	0	17	209	110	2	0	181	2	553	0	380	87	21	10	0	236	0	75	0	0	0	0	0	0	0	1	0	0
Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio; Desulfovibrio_fairfieldensis	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	0	0	41	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; unclassified	27	79	193	75	10	0	14	59	257	801	4	0	0	5	1	70	60	0	0	3	20	4	110	1	16	14	2	9	494	119	114	28	219	37	17	47	41	60	7	99	15	23	328	6	11	49	293	394	64	20	2	0	347	5	197	0	179
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	2	0	0	15	9	3	9545	0	0	49	123	0	0	2	32	8736	0	0	0	0	0	0	1	0	0	0	1	0	0	4	3	4	4	4	0	6	5	1	1	0	0	5	0	1	3	0	0	16	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU286|NN=Ruminococcus_bromii_DQ882649|D=96.6	55	1	8	29	0	0	0	0	3	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	176	0	1	13	3	21	23	84	38	40	7	6	6	1	0	20	25	0	5	113	21	53	7	16	13	15	2	0	0	26	8	8	20
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU107|NN=Blautia_glucerasea_AB588023|D=95.6	48	13	10	8	12	0	12	3	0	1	1	0	1	7	0	69	19	28	0	36	33	577	18	10	38	11	19	19	2360	8	10	16	20	17	53	100	17	38	8	9	119	23	565	18	44	34	414	4	7	41	0	35	0	9	6	55	23
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU178|NN=Oscillibacter_valericigenes_AB238598|D=92.5	87	1319	147	236	642	0	0	274	1	10	29	1	1	0	11	2764	0	4	0	0	1149	0	5	968	0	0	16	1148	1313	841	223	893	5	1	105	901	1809	1868	347	2	300	726	2	726	669	0	812	41	1029	1	157	0	1	0	4056	2	36
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium	5	0	2	0	0	0	0	0	2	6	2	0	1	0	0	2	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	3	0	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU426|NN=Clostridium_sporosphaeroides_CLORR16SAD|D=92.3	7	33	15	53	1	0	1	22	114	889	242	10	12	0	0	8	8	0	10	15	0	21	27	0	1	17	12	2	29	4	0	0	47	13	21	8	18	47	0	11	0	43	146	23	41	71	12	0	15	68	1	15	0	0	57	11	42
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU988|NN=Barnesiella_intestinihominis_AB370251|D=87.1	15	10	2966	236	0	0	3	2	0	93	0	0	421	1	0	2	0	1	106	0	887	0	393	0	14	4	0	3	125	252	0	129	356	1193	0	646	1	143	0	347	110	9	110	564	944	72	180	0	59	0	65	611	1	33	0	0	426
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	48	31	17	36	1	0	14	93	0	0	0	0	9	2	117	24	0	0	0	0	0	0	32	3	1	8	28	1	464	4	59	20	37	30	18	165	138	4	4	0	552	53	428	84	20	22	169	6	69	0	4	0	0	0	2	300	637
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU18|NN=Ruminococcus_bromii_DQ882649|D=88.1	159	129	6	150	0	0	5	0	0	0	0	0	5	0	0	0	31	0	56	0	4	0	0	1	6	11	11	5	8	6	21	33	16	39	17	27	95	6	6	20	114	12	20	36	16	0	17	5	15	129	3	0	0	0	42	6	4
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	1	0	0	8	17	0	140	0	0	2	7	0	0	0	2	269	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_callidus	213	0	0	0	33	0	0	0	1	1	2	0	0	0	3	0	2	1	0	37	0	1	0	30	1	125	753	0	164	64	139	41	2542	1121	0	188	2	0	0	92	0	232	376	171	0	0	98	6	2585	637	0	0	0	70	707	29	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU516|NN=Prevotella_copri_AB064923|D=96.6	6	0	0	21	0	0	1	0	0	1	0	0	0	115	0	2	0	0	0	6	232	0	0	4	0	58	26	0	0	0	0	0	0	0	0	0	0	0	19	0	0	3	0	0	0	0	139	1	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU82|NN=Clostridium_lactatifermentans_AY033434|D=93.1	9	0	6	20	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	1	7	3	5	7	6	2	1	5	0	31	1	1	3	3	0	1	14	1	0	0	3	4	4	0	0	4	0	0	0	7	6	6	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Fusicatenibacter; Fusicatenibacter_saccharivorans	7	44	55	100	0	0	3	209	207	20	2	9	4	0	1395	56	22	0	10	21	11	2	71	11	21	20	6	16	1093	24	100	82	160	132	27	290	10	70	27	0	314	32	132	86	33	18	91	10	44	42	1	424	0	2	30	1038	2379
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Cellulosilyticum; OTU1320|NN=Cellulosilyticum_lentocellum_X71851|D=90	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae	12	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	21	3	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1336|NN=Clostridium_methylpentosum_Y18181|D=91.5	3	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	0	1	2	0	1	1	2	0	0	0	1	0	2	0	1	0	0	0	1	1	0	3	0	0	1	0	7	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU1592|NN=Christensenella_minuta_AB490809|D=88.2	29	20	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	1	5	0	30	2	0	4	6	10	16	3	0	1	4	23	9	6	0	1	69	0	32	3	0	0	0	0	2	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU1527|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=93.9	60	18	80	146	1	0	0	10	0	0	0	0	24	57	0	24	90	2	79	61	2	0	1	0	21	130	67	0	19	6	18	9	58	100	16	21	27	48	19	130	6	8	57	82	8	37	19	151	14	85	1	122	81	45	26	49	6
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1695|NN=Christensenella_minuta_AB490809|D=84	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	2	196	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1615|NN=Eubacterium_ventriosum_EUBRRDAB|D=95.1	24	0	95	0	0	0	0	0	0	0	0	0	0	2	0	0	166	0	0	0	0	0	0	0	0	10	0	0	10	20	5	7	0	0	6	0	2	24	0	0	2	0	0	0	156	0	37	51	0	0	7	0	0	0	0	0	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU516|NN=Prevotella_copri_AB064923|D=96.6	15	0	0	64	44	0	23	0	0	0	0	0	0	23	0	3	0	0	0	25	115	0	0	24	0	62	26	0	0	0	0	0	0	0	0	0	0	0	4	0	0	26	0	0	0	0	80	4	0	0	22	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	5	16	14	9	25	8	12	14	6	16	26	8	16	10	13	27	24	3	13	4	7	15	25	4	13	10	20	7	9	16	14	6	13	21	7	16	15	14	4	18	23	2	14	9	15	4	19	22	5	14	7	17	14	15	10	9	17
Bacteria; Firmicutes; Clostridia; Clostridiales; [Mogibacteriaceae]; unclassified; OTU100|NN=Eubacterium_saphenum_GU427005|D=91	11	7	1	0	4	0	0	1	0	0	0	0	6	19	0	1	1	0	1	0	1	7	0	0	0	2	0	0	15	0	2	2	3	0	3	3	0	1	2	2	40	0	2	1	1	0	5	8	4	0	0	0	0	0	0	0	4
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_paraputrificum	19	0	1	7	5	0	0	0	0	46	5	0	0	0	0	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	8	2	0	2	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes_indistinctus	78	624	168	43	0	0	0	0	0	0	0	0	0	8	0	0	0	0	98	48	118	0	0	2	72	286	0	0	20	0	264	0	257	61	194	62	108	26	1	87	28	38	289	206	484	0	4	8	0	0	0	0	253	0	35	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	6	0	1	4	4	0	0	0	0	0	19	4	0	0	0	0	0	38	10	0	0	0	0	0	1	0	0	6	0	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Intestinimonas; Intestinimonas_butyriciproducens	6	0	3	3	0	0	0	5	0	1	144	0	0	676	0	6	22	1	11	3	0	0	22	1	0	0	10	22	2	4	0	7	1	3	12	8	14	0	0	9	6	0	104	5	8	4	0	13	0	24	0	0	682	8	7	0	2
Bacteria; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium	105	4	21	85	67	10	149	13	28330	20	7707	5	3954	41	2911	1190	0	19	28	9	94	485	50	7	1828	435	47	143	1710	7	121	369	305	428	2	28	367	188	26	159	282	94	32	167	355	343	212	162	916	267	6	50	2	268	114	12660	8665
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; OTU19|NN=Phenylobacterium_haematophilum_AJ244650|D=97	7	0	14	0	1	0	0	2	0	11	13	0	3	7	0	3	3	3	7	14	2	27	11	0	1	1	6	1	0	0	0	2	0	0	9	2	0	0	0	0	0	3	55	3	0	0	0	3	0	0	0	8	0	0	28	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU1682|NN=Oscillibacter_valericigenes_AB238598|D=91.1	110	0	0	0	1419	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	365	0	0	1	0	278	0	0	0	0	0	225	0	0	0	44	0	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU1731|NN=Roseburia_intestinalis_AB661435|D=97	163	2093	1065	1500	309	2	20	168	457	31	32	60	1508	453	5269	1283	1853	22	4	345	375	281	8220	330	196	678	1181	311	1236	2378	117	731	3476	896	1599	3798	2946	2822	75	618	334	836	18170	803	985	2895	224	221	1725	449	17	1558	1	251	2804	1041	1080
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU661|NN=Blautia_wexlerae_EF036467|D=94.9	32	82	9	52	2	0	31	7	0	40	12	1	17	9	374	10	30	0	0	140	18	30	22	48	21	21	32	9	1147	82	68	69	175	83	15	178	135	56	19	50	519	114	321	78	36	177	363	7	14	23	6	106	0	23	64	980	201
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1616|NN=Fusicatenibacter_saccharivorans_AB698912|D=90.2	45	38	65	136	23	0	45	36	663	21	6	19	5	4	3533	29	34	0	4	37	33	29	82	17	149	14	12	11	2939	39	33	66	60	56	18	102	150	17	27	270	419	40	215	247	45	81	634	39	71	11	2	610	1	5	36	161	71
Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	79	104	2	14	144	39	3	140	389	2	55	0	264	371	512	0	3	204	3	31	275	227	13	35	0	4	2	13	27	0	2	0	4	3	1	5	1	15	78	1	2	1	1	2	1	3	8	243	24	8	4	183	4	2	31	4	2
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; Brevundimonas_diminuta	4	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU131|NN=Oscillibacter_valericigenes_AB238598|D=93.5	15	3	7	0	4	0	1	0	0	0	0	0	0	0	0	1	2	0	3	3	7	0	0	0	0	3	0	2	3	0	3	17	2	1	3	4	0	0	0	5	0	0	0	27	1	1	0	22	3	12	13	1	0	3	12	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1491|NN=Eubacterium_sulci_AJ006963|D=90.3	4	0	0	0	43	0	0	0	0	0	0	0	0	44	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; OTU1096|NN=Alistipes_indistinctus_AB600999|D=96	81	0	0	0	0	0	0	0	0	2	0	0	27	0	0	0	0	0	0	0	64	0	0	0	328	8	0	37	3	0	3	0	0	0	0	0	0	0	0	0	29	36	0	0	1	0	14	0	169	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1160|NN=Clostridium_methylpentosum_Y18181|D=94.6	35	1	1	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	25	0	0	3	0	2	3	0	0	2	8	16	10	12	3	0	4	2	0	0	0	0	17	5	9	0	1	0	12	0	0	0	0	22	0	23
Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; Victivallaceae; Victivallis; Victivallis_vadensis	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU318|NN=Barnesiella_intestinihominis_AB370251|D=85	7	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	3	3	11	8	0	0	68	0	8	0	0	0	0	15	0	5	4	0	5	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU120|NN=Anoxystipes_fissicatena_NR_104800.1|D=92.1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	361	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	0	0	50	0	0	4	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	15	225	11	7	38	1	2	7	3	0	2	9	36	12	72	91	26	1	0	15	1	8	69	1	12	52	4	19	95	67	4	100	199	67	282	378	69	144	8	71	17	15	179	48	39	280	6	4	49	47	2	72	0	21	99	31	26
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU395|NN=Clostridium_bolteae_AJ508452|D=93.5	17	0	41	25	5	0	1	13	23	2	5	0	8	1	1	90	0	0	0	6	1	0	14	7	277	9	7	1	55	6	17	16	39	0	43	0	57	16	16	28	11	14	0	29	398	6	173	0	173	4	0	0	0	1	16	166	151
Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Shigella; Shigella_sonnei	9	903	8	0	161	1690	1	136	0	555	2	24	295	7843	3366	11	3	3612	567	9	9	51	64	0	2351	3	2	156	7	18	24	8	5	34	0	7	10	6	35	4	0	3	0	11	81	0	38	98	0	22	305	39	523	32	23	0	103
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU234|NN=Prevotella_conceptionensis_HM587326|D=87.4	35	10	0	4	5	10	5	40	0	0	7	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	3	0	0	0	0	9	5	0	1	2	0	0	1	0	1	51	13	0	6	0	0	0	38	0	2	0	0	4	2	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Pelomonas; Pelomonas_saccharophila	16	10	47	5	8	0	7	6	1	42	46	4	11	19	1	13	12	15	10	16	13	50	42	0	23	16	25	8	0	2	10	11	19	13	37	4	52	0	4	7	1	8	258	12	8	11	2	30	18	6	2	16	6	2	77	1	2
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae	8	13	0	0	2	0	0	19	0	2	0	0	13	2	125	0	0	219	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria; Firmicutes	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	320	23	0	0	0	0	7	47	0	39	4	0	0	4	0	0	10	0	0	0	2	0	0	0	0	0	42
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium	5	8	12	12	9	0	3	5	0	45	0	0	8	565	0	33	5	0	0	20	2	0	62	0	43	1	8	17	91	7	5	1	26	2	0	4	43	5	2	13	197	84	24	13	2	7	28	45	25	2	4	137	0	14	25	279	455
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU540|NN=Gemmiger_formicilis_GU562446|D=93.7	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	15	0	0	108	1	19	0	0	0	0	0	16	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	8	2
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	2	0	0	6	658	1	1686	1	0	24	41	0	0	0	15	3921	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	5	0	0	1	0	0	1	0	0	0	0	0	0	2	522	0	0	0	0	4	3163	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira	10	46	7	123	6	0	4	170	0	0	0	0	3	0	0	11	21	0	14	65	0	17	0	0	36	2	0	12	10	20	12	37	18	34	62	14	11	49	2	62	4	4	52	163	19	6	8	10	3	112	6	33	8	18	79	70	49
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; Phenylobacterium_haematophilum	25	2	25	8	3	5	7	18	1	26	37	4	5	11	0	18	1	4	5	9	6	30	31	1	18	2	19	16	0	4	16	3	37	10	24	2	45	1	7	6	0	32	124	6	5	9	2	36	57	7	0	28	16	7	31	3	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU156|NN=Oscillibacter_valericigenes_AB238598|D=95.3	66	35	128	53	359	1	0	0	0	8	6	0	123	1991	574	416	0	0	0	310	184	0	1	50	0	172	161	681	717	558	38	403	16	14	256	116	1	689	51	497	384	34	0	1	40	14	438	138	1040	6	11	0	218	0	145	0	31
Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	28	0	0	0	0	2	0	1	12	6	6	2	2	5	1	0	1	2	0	0	0	0	13	0	0	0	0	7	2	5	1	7	21	2	0	3	23	0	1	2	0	9	6	1	1	3	0	6	0	0	2	2	3	0	4	2	2
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	22	7	1	2	5	4	8	14	0	2	18	0	0	2	0	3	3	2	0	1	1	11	5	0	5	0	14	28	2	5	15	16	19	14	0	4	126	3	0	5	0	10	3	2	17	9	5	12	34	6	7	16	16	0	9	0	1
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Atopobium	56	9	3	2	10	0	0	7	6	12	2	1	0	1	16	0	0	0	0	6	5	3	14	1	1	0	0	8	0	0	2	0	3	5	5	0	0	0	0	0	0	0	0	11	0	0	0	6	0	2	1	6	4	0	6	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU555|NN=Christensenella_minuta_AB490809|D=88.7	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	73	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia	17	0	0	7	14	0	0	2	0	0	0	0	12	6	33	5	0	0	0	22	4	0	0	0	0	1	6	2	172	8	16	2	2	0	0	5	11	5	0	9	127	6	7	31	5	1	116	2	1	60	0	0	0	2	13	0	29
Bacteria	7	33	25	13	23	16	6	27	10	16	42	14	29	12	14	45	27	7	28	7	7	13	52	2	25	15	32	12	11	28	22	25	35	30	9	27	33	21	4	32	51	2	13	7	8	11	35	27	16	33	19	18	28	13	23	12	22
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU521|NN=Papillibacter_cinnamivorans_AF167711|D=89.6	4	0	0	38	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	7	0	0	0	0	1	0	1	12	6	0	1	14	0	0	7	0	5	0	18	18	0	16	4	1	83	12	10	14	17	11	0	1	0	0	0	6
