#NAME	AIH049	AIH050	AIH051	AIH053	AIH054	AIH055	AIH056	AIH057	AIH060	AIH061	AIH062	AIH063	AIH064	AIH065	AIH066	AIH076	AIH081	AIH082	AIH083	AIH027	AIH031	AIH040	AIH046	AIH058	AIH068
Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	27	0	2	4	3	1	5	1	1	2	1	1	2	1	3	4	31	4	2	371	3	35	2	15	8
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; Brevundimonas_diminuta	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	1	0	3	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU131|NN=Oscillibacter_valericigenes_AB238598|D=93.5	3	0	3	2	1	3	4	0	5	0	0	0	27	1	1	0	12	0	0	0	2	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1491|NN=Eubacterium_sulci_AJ006963|D=90.3	0	0	0	0	0	0	0	0	1	52	0	0	0	0	0	0	0	0	0	44	0	0	0	0	24
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; OTU1096|NN=Alistipes_indistinctus_AB600999|D=96	3	0	3	0	0	0	0	0	0	29	36	0	0	1	0	0	0	0	0	0	0	0	0	0	14
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1160|NN=Clostridium_methylpentosum_Y18181|D=94.6	0	0	2	16	10	12	3	0	0	0	0	0	17	5	9	0	22	0	23	0	0	0	2	4	0
Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; Victivallaceae; Victivallis; Victivallis_vadensis	25	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU318|NN=Barnesiella_intestinihominis_AB370251|D=85	0	12	3	11	8	0	0	68	0	0	0	0	15	0	5	0	0	0	0	0	0	0	0	0	4
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU120|NN=Anoxystipes_fissicatena_NR_104800.1|D=92.1	0	0	0	11	0	0	0	50	4	0	0	21	0	0	0	0	0	0	0	0	6	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	95	67	4	199	67	282	378	69	71	17	15	179	48	39	280	0	99	31	26	12	26	1	4	144	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU395|NN=Clostridium_bolteae_AJ508452|D=93.5	55	6	17	39	0	43	0	57	28	11	14	0	29	398	6	0	16	166	151	1	0	7	7	16	173
Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Shigella; Shigella_sonnei	7	18	24	5	34	0	7	10	4	0	3	0	11	81	0	523	23	0	103	7843	3	0	2	6	38
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU234|NN=Prevotella_conceptionensis_HM587326|D=87.4	0	0	0	9	5	0	1	2	1	0	1	51	13	0	6	0	4	2	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Pelomonas; Pelomonas_saccharophila	0	2	10	19	13	37	4	52	7	1	8	258	12	8	11	6	77	1	2	19	12	0	25	0	2
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Bacteria; Firmicutes	0	0	320	0	0	0	0	7	39	4	0	0	4	0	0	0	0	0	42	0	0	0	7	47	10
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium	91	7	5	26	2	0	4	43	13	197	84	24	13	2	7	0	25	279	455	565	5	0	8	5	28
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU540|NN=Gemmiger_formicilis_GU562446|D=93.7	0	108	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	2	0	0	0	15	16	2
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	1	0	5	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira	10	20	12	18	34	62	14	11	62	4	4	52	163	19	6	8	79	70	49	0	21	0	0	49	8
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; Phenylobacterium_haematophilum	0	4	16	37	10	24	2	45	6	0	32	124	6	5	9	16	31	3	1	11	1	1	19	1	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU156|NN=Oscillibacter_valericigenes_AB238598|D=95.3	717	558	38	16	14	256	116	1	497	384	34	0	1	40	14	218	145	0	31	1991	0	50	161	689	438
Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	2	5	1	21	2	0	3	23	2	0	9	6	1	1	3	3	4	2	2	5	1	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	2	5	15	19	14	0	4	126	5	0	10	3	2	17	9	16	9	0	1	2	3	0	14	3	5
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Atopobium	0	0	2	3	5	5	0	0	0	0	0	0	11	0	0	4	6	0	1	1	0	1	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU555|NN=Christensenella_minuta_AB490809|D=88.7	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia	172	8	16	2	0	0	5	11	9	127	6	7	31	5	1	0	13	0	29	6	0	0	6	5	116
Bacteria	11	28	22	35	30	9	27	33	32	51	2	13	7	8	11	28	23	12	22	12	27	2	32	21	35
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU521|NN=Papillibacter_cinnamivorans_AF167711|D=89.6	12	6	0	14	0	0	7	0	18	18	0	16	4	1	83	1	0	0	6	0	0	0	0	5	12
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	1	1	0	0	2	0	0	0	2	0	0	2	9	1	0	0	0	0	0	0	0	0	2	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	1	1	1	3	19	5	4	40	5	0	0	0	1	2	0	0	3	0	0	0	2	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	45	50	30	0	0	40	12	16	38	35	1	23	66	10	10	0	150	137	0	0	41	1	7	8	2
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Gordonibacter; Gordonibacter_pamelaeae	1	0	0	2	4	0	0	1	2	7	0	1	1	2	1	0	0	1	0	0	0	0	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU867|NN=Christensenella_minuta_AB490809|D=91.9	6	46	8	73	0	4	13	14	17	0	14	5	2	142	0	0	31	3	0	0	10	1	5	5	0
Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; OTU483|NN=Lactobacillus_rogosae_GU269544|D=95.9	153	34	26	22	2	1	6	41	41	41	5	0	11	0	14	2	33	117	0	2	25	0	6	12	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Ruminococcus_lactaris	114	80	24	37	18	33	8	0	49	30	11	158	43	3	0	0	234	0	76	1	8	3	1	457	15
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1551|NN=Clostridium_sporosphaeroides_CLORR16SAD|D=91.1	1	0	0	1	5	4	0	103	0	0	3	0	79	4	2	0	74	124	1	0	13	0	131	30	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU383|NN=Clostridium_populeti_X71853|D=91.5	18	119	6	2	10	67	2	214	387	116	16	557	74	89	0	0	386	57	353	6	960	1	16	561	78
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU174|NN=Anoxystipes_fissicatena_NR_104800.1|D=92.4	108	42	3	4	6	9	36	65	42	25	13	1	31	5	54	0	2	21	40	31	7	2	3	186	41
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU855|NN=Roseburia_faecis_AY804149|D=95.5	97	16	4	36	4	12	1175	27	91	21	10	32	9	903	52	0	9	20	352	29	7	0	2	190	26
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	39	20	29	40	26	11	0	1	30	19	3	16	46	25	24	0	18	0	44	18	6	1	1	16	35
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	3	0	10	0	84	0	13	375	3	0	0	1	5	2	0	0	0	12	0	0	0	0	8	11	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; OTU1424|NN=Dorea_formicigenerans_EUBRRDP|D=96.7	99	4	7	31	3	1	7	18	7	58	8	14	99	10	2	170	22	722	192	16	40	3	3	12	110
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium	71	54	34	42	21	1	8	10	20	7	70	61	5	32	34	5	36	222	333	350	4	0	6	0	48
Bacteria; Firmicutes; Clostridia; Clostridiales	0	8	4	6	10	4	27	15	31	2	6	18	34	21	6	1	12	0	1	0	6	1	2	14	14
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU520|NN=Clostridium_bolteae_AJ508452|D=93.9	8	0	1	0	0	0	1	0	0	0	10	11	2	0	1	0	4	116	65	6	3	0	0	1	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU220|NN=Ruminococcus_gnavus_JN713312|D=92.1	13	0	2	0	0	0	0	4	0	1	2	0	0	1	0	0	0	0	11	0	0	0	1	2	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	7	1	12	0	2	0	1	0	0	35	0	0	1	0	0	0	1	0	3	0	0	0	0	0	14
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Rothia; OTU252|NN=Rothia_aeria_AB753461|D=96.6	11	0	0	1	0	0	2	0	1	1	1	7	0	0	0	0	5	38	6	1	0	0	1	4	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU694|NN=Clostridium_clariflavum_NR_102987.1|D=85.2	329	32	74	71	56	185	35	71	54	63	15	60	144	18	84	0	169	101	35	16	24	4	142	74	38
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU699|NN=Clostridium_methylpentosum_Y18181|D=88.8	47	14	1	47	8	15	1	4	8	0	14	15	49	64	8	0	102	0	18	2	3	1	24	12	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	12	30	13	22	17	8	16	23	32	24	5	12	10	16	11	30	23	12	17	9	18	3	22	19	21
Bacteria	12	26	16	30	22	13	24	32	34	32	8	19	10	14	12	18	28	17	26	13	27	7	27	16	39
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU103|NN=Prevotella_oralis_AY323522|D=89.1	1	0	0	1	0	0	12	1	1	0	0	0	1	1	0	0	0	1	0	0	0	21	13	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	4	2	7	0	2	16	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus	181	4	16	3	1	3	0	1	5	316	11	11	54	9	11	1	24	145	77	1	0	2	3	4	144
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	196	6	0	4	15	18	0	0	2	7	2	0	0	0	0	5	0	0	3	0	1	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Butyricimonas; OTU1456|NN=Butyricimonas_virosa_AB443949|D=96.2	268	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; OTU1376|NN=Acinetobacter_septicus_EF611418|D=96	0	2	6	14	6	4	1	30	0	0	7	4	2	5	2	5	0	5	0	0	0	0	8	0	0
Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	1	0	0	1	0	2	14	0	2	0	1	12	0	0	0	6	0	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU869|NN=Papillibacter_cinnamivorans_AF167711|D=90.2	6	46	7	1	0	17	1	5	0	0	38	5	174	2	0	0	0	0	921	0	11	0	6	13	3
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	2	0	0	2	1	0	0	0	4	0	0	1	0	24	1	0	0	0	3	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae	0	2	5	10	16	0	2	5	13	1	0	20	7	17	8	0	12	9	5	0	23	0	10	0	7
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU468|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=93.9	0	36	0	8	1	0	4	0	8	0	0	12	21	5	0	0	187	18	0	0	1	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Candidatus Soleaferrea; OTU1689|NN=Soleaferrea_massiliensis_JX101688|D=88.9	3	5	1	3	47	0	22	164	57	24	5	0	2	2	0	12	134	221	168	0	0	0	128	42	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU136|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=91.2	25	23	0	0	0	1	0	0	0	110	107	0	59	14	0	0	0	0	0	9	0	5	13	265	12
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	104	115	4	16	36	54	2	6	47	73	0	15	12	43	40	763	52	0	120	3	21	1	1	8	26
Bacteria	16	24	22	26	22	8	16	26	27	34	5	14	12	15	6	32	22	11	26	22	36	4	19	18	23
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	0	0	0	0	1755	0	0	0	2	1635	17	76	0	1	4	2	0	1	3	0	0	0	0	0	63
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; Veillonella_rogosae	1	1	0	0	0	0	0	0	2	0	1	0	0	0	2	0	91	2	13	9	2	1	0	1	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	10	0	1	10	8	1	0	45	0	0	98	6	6	15	3	22	6	1	0	13	0	0	8	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU206|NN=Oscillibacter_valericigenes_AB238598|D=95.4	41	90	5	121	575	91	122	95	113	6	1	286	135	117	354	0	306	220	36	0	135	1	19	265	13
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU1103|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=92.3	16	0	1	0	0	29	0	72	1	9	13	0	10	3	0	0	9	3	2	3	10	2	36	6	5
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium	123	21	19	48	25	37	15	13	32	151	15	32	48	6	57	0	61	82	50	8	6	0	27	50	19
Bacteria	0	14	30	12	15	0	11	72	13	0	5	0	19	3	2	2	0	0	0	3	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; OTU1387|NN=Alistipes_timonensis_JF824799|D=96.6	0	0	1	0	0	1	7	0	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1524|NN=Anaerofilum_pentosovorans_X97852|D=90.6	12	0	4	12	62	10	0	15	0	0	7	254	45	10	39	8	15	23	0	0	22	0	0	5	3
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Dialister; Dialister_pneumosintes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	2	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU840|NN=Oscillibacter_valericigenes_AB238598|D=94.8	1	16	3	27	22	1	4	17	15	2	7	38	20	5	4	0	29	141	0	53	11	0	5	3	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU841|NN=Eubacterium_saphenum_GU427005|D=91.9	34	18	8	47	37	140	32	1	27	29	1	69	140	45	46	0	0	0	34	61	5	0	66	12	7
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	2	2	0	6	1	0	0	23	0	0	3	0	7	2	1	0	4	5	1	0	0	0	13	17	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; Dorea_longicatena	497	100	16	59	14	27	61	63	54	200	28	37	69	16	33	1	50	110	3736	11	11	1	14	53	446
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	1	2	2	10	0	0	23	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU1335|NN=Oscillibacter_valericigenes_AB238598|D=95.6	10	6	2	0	0	8	22	31	30	5	15	0	14	18	0	0	0	4	3	15	0	2	1	46	8
Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; OTU1291|NN=Lactobacillus_gasseri_JQ805634|D=97	0	13	23	25	28	0	4	63	3	0	8	0	26	10	8	1	0	0	1	0	0	0	0	5	7
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerofilum; OTU363|NN=Anaerofilum_pentosovorans_X97852|D=92.9	3	4	0	26	0	0	1	19	7	9	1	3	0	41	0	0	0	0	2	0	0	1	0	3	4
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	1	2	16	10	12	0	15	20	2	0	7	2	13	4	1	0	0	0	0	0	0	0	0	0	5
Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_anginosus	1	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	2	0	2	10	2	1	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU60|NN=Ruminococcus_bromii_DQ882649|D=89.6	0	0	1	20	58	11	1	14	16	0	7	0	7	72	17	0	11	352	42	0	0	0	11	9	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	79	8	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	16	1	3	14	6	4	0	28	29	3	0	20	21	50	4	0	20	12	168	0	0	1	1	88	28
Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Kluyvera; Kluyvera_ascorbata	0	1782	2	3	1	0	0	20	1161	0	2	0	1	0	0	14	0	82	0	5	7	3	6	0	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU976|NN=Eubacterium_sulci_AJ006963|D=91.7	0	0	0	0	21	5	1	17	2	0	0	37	11	3	0	0	30	0	8	0	3	0	2	2	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU273|NN=Clostridium_populeti_X71853|D=90.5	5	2	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	4
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter	2	0	9	1	177	0	37	145	7	0	0	0	9	17	0	0	0	2	17	0	0	0	4	30	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU84|NN=Robinsoniella_peoriensis_AF445258|D=93.1	312	12	0	13	0	2	12	13	14	170	26	31	6	1	5	0	0	20	16	0	0	0	1	7	17
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium; Erysipelatoclostridium_spiroforme	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	6	32	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	290	93	1	28	9	12	3	76	43	11	15	7	26	7	21	0	0	337	21	18	11	1	15	111	107
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU117|NN=Clostridium_bolteae_AJ508452|D=90.7	71	192	8	18	0	22	524	0	0	0	0	0	0	0	37	0	0	0	16	0	0	0	0	28	35
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU970|NN=Catabacter_hongkongensis_AB671763|D=84.7	109	18	1	0	0	0	1	32	20	274	1	2	6	0	0	0	0	0	35	0	0	0	0	0	17
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU561|NN=Roseburia_inulinivorans_AJ270474|D=91.4	3	0	0	0	0	0	2	0	0	0	25	0	0	0	0	0	0	0	3	33	0	8	0	144	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes_putredinis	1110	0	8228	7206	76	2	13780	11	2635	262	3461	6323	31	4379	11750	19	6070	1	675	284	10	181	36	7706	4378
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	0	2	0	0	35	0	0	0	1	0	0	0	0	0	0	22	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU371|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=92.5	71	11	5	86	0	26	3	0	39	87	7	0	0	7	0	0	1	0	13	366	1	0	7	0	44
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_cellulosilyticus	146	2	979	125	1739	0	31	7	7	349	31	1620	1810	1	1	7531	0	0	2	122	0	25	22	188	87
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU767|NN=Anoxystipes_fissicatena_NR_104800.1|D=93.6	41	3	1	6	6	17	21	40	4	201	1	2	7	6	6	79	2	0	23	0	2	1	1	24	173
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU428|NN=Christensenella_minuta_AB490809|D=84.9	33	0	0	0	0	0	0	0	1	171	17	0	0	8	0	0	0	0	0	0	0	0	0	0	34
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales Family XIII. Incertae Sedis; Mogibacterium; Mogibacterium_diversum	2	0	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	2	0	0	0	0	0	2	2
Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Bilophila; Bilophila_wadsworthia	227	35	4	13	11	0	6	21	0	377	29	0	12	23	10	0	14	0	0	48	0	1	0	4	67
Bacteria	26	40	33	62	37	20	31	34	50	62	17	34	19	37	18	45	53	26	43	29	31	13	38	24	53
Bacteria; Firmicutes; Clostridia; Clostridiales; Catabacteriaceae; Catabacter; Catabacter_hongkongensis	0	0	1	0	0	0	0	9	0	0	1	0	0	5	0	1	0	0	7	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	13	15	0	0	2	0	0	0	0	64	0	0	0	0	15
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	0	0	0	0	0	18	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_antri	1	12	81	65	82	2	19	155	14	2	19	0	42	23	21	0	0	0	0	0	0	0	0	13	5
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; OTU116|NN=Alistipes_putredinis_AB554232|D=94.7	0	0	16	1	7	0	5	1	3	0	6	0	0	0	1	0	1	0	1	0	0	0	3	0	3
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae	0	0	1	5	0	0	0	40	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	5	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1322|NN=Catabacter_hongkongensis_AB671763|D=85.4	0	0	1	0	0	1	4	12	3	0	13	5	12	16	0	0	0	0	5	0	0	0	10	2	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	15	3	0	9	5	0	25	0	0	2	4	0	6	0	0	0	0	3	272	0	0	0	0	11	15
Bacteria	14	35	22	32	25	6	19	34	43	41	4	28	19	16	14	40	16	14	27	23	36	5	36	27	39
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; Brevundimonas_vesicularis	2	0	4	8	1	1	0	2	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU291|NN=Lactonifactor_longoviformis_NR_043551.1|D=93.2	1	4	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU255|NN=Anoxystipes_fissicatena_NR_104800.1|D=94.9	89	0	12	0	1	2	76	0	0	105	16	0	5	0	0	0	3	3	10	0	23	1	0	60	175
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Parabacteroides	3	34	18	4	11	0	20	10	12	37	1	5	36	53	3	0	22	0	14	9	0	0	2	6	7
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU156|NN=Oscillibacter_valericigenes_AB238598|D=95.3	52	3	15	38	74	32	8	0	145	3	0	0	71	2	90	0	58	6	2	8	0	3	0	178	43
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium	462	11	8	15	162	7	13	21	73	886	13	13	33	12	4	0	6	99	32	3	2	3	10	3	211
