"name";"cor";"pval";"p.adj";"species";"genus";"type";"is.sig"
"8072";"OTU_4911";0.109674165979859;0.734380788512741;0.953847852189064;"s__dispar";"g__Veillonella";"healthy";""
"8092";"OTU_4946";0.358942748248848;0.251866245557211;0.863370061689054;"s__adolescentis";"g__Bifidobacterium";"healthy";""
"8112";"OTU_7627";0.500470824660366;0.0974884639550282;0.764803682979822;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"8132";"OTU_4120";-0.164600215398273;0.609209832983404;0.951328376623585;"s__bromii";"g__Ruminococcus";"healthy";""
"8152";"OTU_6322";-0.00382035306950645;0.990598532822943;1;"s__faecis";"g__Roseburia";"healthy";""
"8192";"OTU_2132";-0.325462272910618;0.301926805238945;0.863370061689054;"s__indistinctus";"g__Alistipes";"healthy";""
"8212";"OTU_1657";-0.293985117342547;0.353669497421976;0.863370061689054;"s__uniformis";"g__Bacteroides";"healthy";""
"8252";"OTU_1641";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"8262";"OTU_3589";-0.180784186563064;0.573927407927086;0.93407511705041;"s__uniformis";"g__Bacteroides";"healthy";""
"8302";"OTU_5346";0.167219038835162;0.603445912998676;0.951328376623585;"s__dispar";"g__Veillonella";"healthy";""
"8362";"OTU_2302";-0.0175289040186243;0.956880130608903;1;"s__faecis";"g__Roseburia";"healthy";""
"8372";"OTU_5459";-0.0129526386079233;0.968131495252086;1;"s__bromii";"g__Ruminococcus";"healthy";""
"8382";"OTU_7624";-0.0520561394734604;0.872354832762729;0.996568847105441;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"8432";"OTU_4205";0.223798024788193;0.484407977281658;0.910244786770145;"s__massiliensis";"g__Alistipes";"healthy";""
"8442";"OTU_6340";-0.313718795385067;0.320708224172535;0.863370061689054;"s__ovatus";"g__Bacteroides";"healthy";""
"8452";"OTU_4552";0.735213354684714;0.00643893055983114;0.764803682979822;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"8582";"OTU_8175";0.237675073594218;0.456970828593078;0.889831799004521;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"8602";"OTU_5909";0.527989872565051;0.0776551339826206;0.764803682979822;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"8622";"OTU_3648";0.356921089473015;0.254741290701309;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"8652";"OTU_2329";-0.272244154046338;0.391970008006831;0.863370061689054;"s__uniformis";"g__Bacteroides";"healthy";""
"8662";"OTU_7937";0.109674165979859;0.734380788512741;0.953847852189064;"s__parvula";"g__Veillonella";"healthy";""
"8682";"OTU_3223";-0.425062140980128;0.168370702414922;0.863370061689054;"s__uniformis";"g__Bacteroides";"healthy";""
"8692";"OTU_2044";0.314495047375418;0.319447408002184;0.863370061689054;"s__ovatus";"g__Bacteroides";"healthy";""
"8792";"OTU_2560";0.0995531200460451;0.75821470892671;0.964340947439302;"s__indistinctus";"g__Alistipes";"healthy";""
"9052";"OTU_2209";-0.132743071100261;0.680881840578135;0.953847852189064;"s__massiliensis";"g__Alistipes";"healthy";""
"9102";"OTU_5917";0.414718729731723;0.180088045877163;0.863370061689054;"s__massiliensis";"g__Alistipes";"healthy";""
"9132";"OTU_4786";0.0211779026123441;0.947913659221316;1;"s__fragilis";"g__Bacteroides";"healthy";""
"9172";"OTU_5102";-0.280327238321275;0.377491201591231;0.863370061689054;"s__massiliensis";"g__Alistipes";"healthy";""
"9252";"OTU_6949";0.611453959574866;0.0346338458881816;0.764803682979822;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"9272";"OTU_4440";0.465978684740897;0.126800181875998;0.81806568952257;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"9312";"OTU_2875";0.118560497814663;0.713629695019656;0.953847852189064;"s__bromii";"g__Ruminococcus";"healthy";""
"9402";"OTU_3346";-0.0721615169292875;0.823642233525022;0.977518719924798;"s__bromii";"g__Ruminococcus";"healthy";""
"9482";"OTU_7182";0.0211779026123441;0.947913659221316;1;"s__fragilis";"g__Bacteroides";"healthy";""
"9552";"OTU_5580";0.284413266313705;0.370279194703979;0.863370061689054;"s__bromii";"g__Ruminococcus";"healthy";""
"9602";"OTU_3455";0.705951262648749;0.0102984533237183;0.764803682979822;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"9652";"OTU_1668";-0.116449146867191;0.718544512558495;0.953847852189064;"s__uniformis";"g__Bacteroides";"healthy";""
"9682";"OTU_5849";0.172383529890624;0.592140109048806;0.939904934998105;"s__ovatus";"g__Bacteroides";"healthy";""
"9712";"OTU_1888";0.173077133685479;0.590627965492494;0.939904934998105;"s__massiliensis";"g__Alistipes";"healthy";""
"9722";"OTU_2929";0.236200244849038;0.459851364500127;0.889831799004521;"s__dispar";"g__Veillonella";"healthy";""
"9822";"OTU_2066";-0.337998413993528;0.282574620260542;0.863370061689054;"s__bromii";"g__Ruminococcus";"healthy";""
"9892";"OTU_2375";-0.0692687597959113;0.830619777757063;0.979011005681116;"s__acidifaciens";"g__Bacteroides";"healthy";""
"9922";"OTU_3939";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"9942";"OTU_3039";-0.0425036598963773;0.895652692462157;1;"s__ovatus";"g__Bacteroides";"healthy";""
