#NAME	AIH018	AIH021	AIH022	AIH035	AIH036	AIH039	AIH040	AIH043	AIH047	AIH052	AIH058	AIH059	AIH068	AIH069	AIH070	AIH071	AIH001	AIH002	AIH003	AIH005	AIH006	AIH007	AIH009	AIH011	AIH020	AIH023	AIH026	AIH027	AIH029	AIH030	AIH031	AIH032	AIH033	AIH037	AIH042	AIH046	AIH072	AIH074	AIH077
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_callidus	0	1	2	37	0	0	30	125	0	41	0	0	98	6	2585	637	213	0	0	0	33	0	0	0	1	0	0	0	3	0	2	1	0	1	1	753	0	0	70
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU516|NN=Prevotella_copri_AB064923|D=96.6	0	1	0	6	232	0	4	58	0	0	0	19	139	1	0	0	6	0	0	21	0	0	1	0	0	0	0	115	0	2	0	0	0	0	0	26	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU82|NN=Clostridium_lactatifermentans_AY033434|D=93.1	0	0	0	0	0	0	1	3	7	5	3	0	4	0	0	4	9	0	6	20	0	0	0	0	0	0	3	6	0	0	0	0	0	0	7	5	0	0	7
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Fusicatenibacter; Fusicatenibacter_saccharivorans	209	20	2	21	11	71	11	20	16	82	70	27	91	10	44	42	7	44	55	100	0	0	3	1	207	9	4	0	1395	56	22	0	10	2	21	6	1	424	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Cellulosilyticum; OTU1320|NN=Cellulosilyticum_lentocellum_X71851|D=90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae	10	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1336|NN=Clostridium_methylpentosum_Y18181|D=91.5	0	0	0	4	2	0	0	0	2	2	2	0	3	0	0	1	3	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	7	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU1592|NN=Christensenella_minuta_AB490809|D=88.2	0	0	0	0	0	0	0	1	0	30	16	3	1	69	0	32	29	20	0	3	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	3	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU1527|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=93.9	10	0	0	61	2	1	0	130	0	9	48	19	19	151	14	85	60	18	80	146	1	0	0	0	0	0	24	57	0	24	90	2	79	0	21	67	1	122	45
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1695|NN=Christensenella_minuta_AB490809|D=84	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1615|NN=Eubacterium_ventriosum_EUBRRDAB|D=95.1	0	0	0	0	0	0	0	10	0	7	24	0	37	51	0	0	24	0	95	0	0	0	0	0	0	0	0	2	0	0	166	0	0	0	0	0	7	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU516|NN=Prevotella_copri_AB064923|D=96.6	0	0	0	25	115	0	24	62	0	0	0	4	80	4	0	0	15	0	0	64	44	0	23	0	0	0	0	23	0	3	0	0	0	0	0	26	22	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	14	16	26	4	7	25	4	10	7	6	14	4	19	22	5	14	5	16	14	9	25	8	12	1	6	8	16	10	13	27	24	3	13	15	13	20	7	17	15
Bacteria; Firmicutes; Clostridia; Clostridiales; [Mogibacteriaceae]; unclassified; OTU100|NN=Eubacterium_saphenum_GU427005|D=91	1	0	0	0	1	0	0	2	0	2	1	2	5	8	4	0	11	7	1	0	4	0	0	0	0	0	6	19	0	1	1	0	1	7	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_paraputrificum	0	46	5	0	0	0	0	0	0	0	0	0	0	3	0	0	19	0	1	7	5	0	0	0	0	0	0	0	0	517	0	0	0	0	0	0	0	8	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes_indistinctus	0	0	0	48	118	0	2	286	0	0	26	1	4	8	0	0	78	624	168	43	0	0	0	0	0	0	0	8	0	0	0	0	98	0	72	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	6	1	0	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Intestinimonas; Intestinimonas_butyriciproducens	5	1	144	3	0	22	1	0	22	7	0	0	0	13	0	24	6	0	3	3	0	0	0	0	0	0	0	676	0	6	22	1	11	0	0	10	0	0	8
Bacteria; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium	13	20	7707	9	94	50	7	435	143	369	188	26	212	162	916	267	105	4	21	85	67	10	149	93	28330	5	3954	41	2911	1190	0	19	28	485	1828	47	6	50	268
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; OTU19|NN=Phenylobacterium_haematophilum_AJ244650|D=97	2	11	13	14	2	11	0	1	1	2	0	0	0	3	0	0	7	0	14	0	1	0	0	0	0	0	3	7	0	3	3	3	7	27	1	6	0	8	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU1682|NN=Oscillibacter_valericigenes_AB238598|D=91.1	2	0	0	0	0	0	0	0	0	0	0	1	225	0	0	0	110	0	0	0	1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU1731|NN=Roseburia_intestinalis_AB661435|D=97	168	31	32	345	375	8220	330	678	311	731	2822	75	224	221	1725	449	163	2093	1065	1500	309	2	20	1	457	60	1508	453	5269	1283	1853	22	4	281	196	1181	17	1558	251
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU661|NN=Blautia_wexlerae_EF036467|D=94.9	7	40	12	140	18	22	48	21	9	69	56	19	363	7	14	23	32	82	9	52	2	0	31	0	0	1	17	9	374	10	30	0	0	30	21	32	6	106	23
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1616|NN=Fusicatenibacter_saccharivorans_AB698912|D=90.2	36	21	6	37	33	82	17	14	11	66	17	27	634	39	71	11	45	38	65	136	23	0	45	60	663	19	5	4	3533	29	34	0	4	29	149	12	2	610	5
Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	140	2	55	31	275	13	35	4	13	0	15	78	8	243	24	8	79	104	2	14	144	39	3	1	389	0	264	371	512	0	3	204	3	227	0	2	4	183	2
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; Brevundimonas_diminuta	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU131|NN=Oscillibacter_valericigenes_AB238598|D=93.5	0	0	0	3	7	0	0	3	2	17	0	0	0	22	3	12	15	3	7	0	4	0	1	0	0	0	0	0	0	1	2	0	3	0	0	0	13	1	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1491|NN=Eubacterium_sulci_AJ006963|D=90.3	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	4	0	0	0	43	0	0	0	0	0	0	44	0	2	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; OTU1096|NN=Alistipes_indistinctus_AB600999|D=96	0	2	0	0	64	0	0	8	37	0	0	0	14	0	169	0	81	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	328	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1160|NN=Clostridium_methylpentosum_Y18181|D=94.6	0	0	0	0	0	0	0	0	3	8	4	2	0	1	0	12	35	1	1	12	0	0	0	0	0	0	1	0	0	0	0	0	0	25	3	2	0	0	0
Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; Victivallaceae; Victivallis; Victivallis_vadensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU318|NN=Barnesiella_intestinihominis_AB370251|D=85	0	0	0	0	0	0	0	1	0	3	0	8	4	0	5	0	7	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU120|NN=Anoxystipes_fissicatena_NR_104800.1|D=92.1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	361	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	7	0	2	15	1	69	1	52	19	100	144	8	6	4	49	47	15	225	11	7	38	1	2	0	3	9	36	12	72	91	26	1	0	8	12	4	2	72	21
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU395|NN=Clostridium_bolteae_AJ508452|D=93.5	13	2	5	6	1	14	7	9	1	16	16	16	173	0	173	4	17	0	41	25	5	0	1	0	23	0	8	1	1	90	0	0	0	0	277	7	0	0	1
Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Shigella; Shigella_sonnei	136	555	2	9	9	64	0	3	156	8	6	35	38	98	0	22	9	903	8	0	161	1690	1	172	0	24	295	7843	3366	11	3	3612	567	51	2351	2	305	39	32
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU234|NN=Prevotella_conceptionensis_HM587326|D=87.4	40	0	7	1	0	0	0	0	3	0	0	0	0	0	0	38	35	10	0	4	5	10	5	13	0	0	1	0	0	0	0	0	0	4	0	0	0	2	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Pelomonas; Pelomonas_saccharophila	6	42	46	16	13	42	0	16	8	11	0	4	2	30	18	6	16	10	47	5	8	0	7	3	1	4	11	19	1	13	12	15	10	50	23	25	2	16	2
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae	19	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	13	0	0	2	0	0	0	0	0	13	2	125	0	0	219	0	3	0	0	0	0	0
Bacteria; Firmicutes	0	0	0	0	0	0	0	0	0	23	47	0	10	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium	5	45	0	20	2	62	0	1	17	1	5	2	28	45	25	2	5	8	12	12	9	0	3	1	0	0	8	565	0	33	5	0	0	0	43	8	4	137	14
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU540|NN=Gemmiger_formicilis_GU562446|D=93.7	0	0	0	0	0	0	0	0	0	19	16	0	2	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	15	2	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	1	24	41	0	0	2	0	0	0	1	0	0	2	522	0	0	2	0	0	6	658	1	1686	0	0	0	0	0	15	3921	0	0	0	0	0	0	0	0	3163
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira	170	0	0	65	0	0	0	2	12	37	49	2	8	10	3	112	10	46	7	123	6	0	4	0	0	0	3	0	0	11	21	0	14	17	36	0	6	33	18
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; Phenylobacterium_haematophilum	18	26	37	9	6	31	1	2	16	3	1	7	2	36	57	7	25	2	25	8	3	5	7	7	1	4	5	11	0	18	1	4	5	30	18	19	0	28	7
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU156|NN=Oscillibacter_valericigenes_AB238598|D=95.3	0	8	6	310	184	1	50	172	681	403	689	51	438	138	1040	6	66	35	128	53	359	1	0	0	0	0	123	1991	574	416	0	0	0	0	0	161	11	0	0
Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1	6	6	0	0	13	0	0	7	7	0	1	0	6	0	0	28	0	0	0	0	2	0	0	12	2	2	5	1	0	1	2	0	0	0	0	2	2	0
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	14	2	18	1	1	5	0	0	28	16	3	0	5	12	34	6	22	7	1	2	5	4	8	12	0	0	0	2	0	3	3	2	0	11	5	14	7	16	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Atopobium	7	12	2	6	5	14	1	0	8	0	0	0	0	6	0	2	56	9	3	2	10	0	0	0	6	1	0	1	16	0	0	0	0	3	1	0	1	6	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU555|NN=Christensenella_minuta_AB490809|D=88.7	0	0	1	0	0	0	0	0	73	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia	2	0	0	22	4	0	0	1	2	2	5	0	116	2	1	60	17	0	0	7	14	0	0	0	0	0	12	6	33	5	0	0	0	0	0	6	0	0	2
Bacteria	27	16	42	7	7	52	2	15	12	25	21	4	35	27	16	33	7	33	25	13	23	16	6	8	10	14	29	12	14	45	27	7	28	13	25	32	19	18	13
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU521|NN=Papillibacter_cinnamivorans_AF167711|D=89.6	0	0	0	19	7	0	0	1	1	1	5	0	12	10	14	17	4	0	0	38	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	3	0	0	2	0	2	1	3	0	1	0	2	16	1	0	15	0	0	0	0	0	0	0	0	0	0	2	0	1	0	9	0	0	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	0	0	0	14	0	11	1	4	38	0	8	0	2	122	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16	41	0	0	0	2	7	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Gordonibacter; Gordonibacter_pamelaeae	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU867|NN=Christensenella_minuta_AB490809|D=91.9	1	0	0	11	0	0	1	16	0	31	5	1	0	20	19	12	16	2	0	310	0	0	0	0	0	1	0	0	0	0	10	0	5	0	0	5	0	0	9
Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; OTU483|NN=Lactobacillus_rogosae_GU269544|D=95.9	0	16	0	7	19	127	0	21	18	37	12	0	6	17	6	0	10	48	0	55	0	0	11	1	1003	0	20	2	460	4	25	1	0	0	0	6	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Ruminococcus_lactaris	39	4	0	93	0	5	3	0	1	27	457	0	15	0	11	299	12	41	34	56	5	0	10	0	0	0	1	1	290	10	8	0	5	0	622	1	2	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1551|NN=Clostridium_sporosphaeroides_CLORR16SAD|D=91.1	0	0	0	0	0	0	0	0	0	2	30	6	0	0	0	71	69	17	3	32	0	0	0	0	0	0	0	0	0	0	13	0	0	0	45	131	0	0	14
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU383|NN=Clostridium_populeti_X71853|D=91.5	1	0	4	0	0	0	1	0	140	39	561	26	78	32	0	2	16	30	1846	3	0	0	0	0	0	0	0	6	0	33	960	0	1	0	0	16	1	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU174|NN=Anoxystipes_fissicatena_NR_104800.1|D=92.4	6	1	0	47	13	1013	2	11	51	6	186	3	41	13	16	9	10	116	28	22	128	0	0	0	0	0	24	31	1	2	7	0	0	0	6	3	0	128	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU855|NN=Roseburia_faecis_AY804149|D=95.5	3	3	0	3084	11	34	0	29	351	22	190	2	26	1	5	99	8	28	22	1017	27	1	6	0	28	1	7	29	10	36	7	2	4	63	1	2	3	17	832
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	13	31	0	5	36	72	1	17	4	1	16	53	35	19	8	32	56	38	10	4	0	0	0	3	0	0	12	18	2	43	6	2	1	38	14	1	0	61	14
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	0	0	0	0	0	0	2	0	9	11	33	1	0	0	353	4	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	8	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; OTU1424|NN=Dorea_formicigenerans_EUBRRDP|D=96.7	27	4	147	2	3	145	3	16	11	13	12	9	110	19	30	2	2	31	10	12	22	0	6	0	1200	0	5	16	1	9	40	0	0	0	16	3	4	139	14
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium	11	2	1	6	2	110	0	0	4	21	0	1	48	6	13	1	7	14	15	55	7	0	0	0	0	0	2	350	0	6	4	0	0	0	2	6	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	9	2	0	1	12	3	8	14	1	14	41	16	3	24	18	0	7	0	0	8	0	0	0	2	0	0	1	6	0	0	0	0	2	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU520|NN=Clostridium_bolteae_AJ508452|D=93.9	0	0	0	2	0	0	0	0	0	3	1	0	1	3	1	1	12	0	0	0	0	0	0	0	0	0	0	6	0	1	3	0	0	0	12	0	1	0	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU220|NN=Ruminococcus_gnavus_JN713312|D=92.1	0	0	0	2	0	0	0	0	0	0	2	0	6	0	0	0	1	2	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	1	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	61	0	0	0	0	0	0	0	1	14	0	0	3	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Rothia; OTU252|NN=Rothia_aeria_AB753461|D=96.6	5	0	29	1	5	7	0	1	0	0	4	2	3	0	2	0	10	19	0	2	2	0	0	0	43	0	4	1	59	0	0	9	0	11	0	1	2	12	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU694|NN=Clostridium_clariflavum_NR_102987.1|D=85.2	0	0	0	3	0	64	4	81	119	42	74	11	38	2	31	73	15	1	105	68	7	0	6	0	0	3	0	16	90	7	24	0	0	0	9	142	1	5	58
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU699|NN=Clostridium_methylpentosum_Y18181|D=88.8	125	0	2	6	1	24	1	25	0	0	12	2	1	3	25	25	20	4	11	48	0	0	0	0	0	0	4	2	0	13	3	0	0	0	49	24	6	27	5
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	15	14	24	7	7	24	3	11	7	12	19	4	21	25	13	21	5	12	13	13	21	20	14	4	9	10	16	9	14	33	18	5	25	6	18	22	6	13	21
Bacteria	22	11	50	9	8	38	7	19	10	9	16	6	39	44	12	20	8	36	24	16	30	17	22	8	9	14	28	13	15	38	27	6	27	8	19	27	12	19	8
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU103|NN=Prevotella_oralis_AY323522|D=89.1	0	0	1	0	0	11	21	0	8671	0	0	0	0	0	0	0	1	6542	0	2	1	0	0	0	0	0	0	0	0	7	0	22	0	0	0	13	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus	10	0	0	3	0	3	2	6	0	3	4	9	144	16	51	10	6	28	2	4	10	0	4	0	0	0	39	1	0	13	0	6	0	7	166	3	0	39	46
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	0	0	2	0	12	0	15	0	0	0	7	7	0	37	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Butyricimonas; OTU1456|NN=Butyricimonas_virosa_AB443949|D=96.2	0	0	0	1	46	0	0	0	0	0	0	0	1	29	26	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; OTU1376|NN=Acinetobacter_septicus_EF611418|D=96	2	1	7	8	0	0	0	0	2	2	0	3	0	11	17	1	14	6	0	1	1	2	0	7	0	0	0	0	0	7	0	0	0	1	0	8	0	0	1
Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	77	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	5	54	0	0	3	0	0	0	22	3	1	0	7	0	1	0	0	2	0	0	0	3	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	1	0	0	0	0	0	2	0	0	0	7	0	0	3	3	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	1	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU869|NN=Papillibacter_cinnamivorans_AF167711|D=90.2	0	0	0	86	0	0	0	0	77	0	13	41	3	0	0	0	10	31	0	3	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	6	14	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	24	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	19
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae	0	0	0	6	0	0	0	4	27	3	0	0	7	36	26	13	12	6	0	6	0	0	0	0	0	0	11	0	0	0	23	0	0	0	13	10	14	0	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU468|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=93.9	0	0	0	0	0	0	0	0	6	13	0	5	0	12	0	14	15	3	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	9	0	0	0	0	12
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Candidatus Soleaferrea; OTU1689|NN=Soleaferrea_massiliensis_JX101688|D=88.9	2	0	2	0	0	0	0	2	9	28	42	49	0	63	0	46	7	0	2	6	0	0	0	0	0	2	0	0	0	1	0	0	48	0	61	128	10	0	41
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU136|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=91.2	1	0	0	9	0	0	5	0	1	24	265	0	12	0	0	0	14	31	0	0	0	0	0	0	0	0	2	9	0	6	0	0	0	0	0	13	52	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	318	486	1	2	11	27	1	10	3	13	8	55	26	15	2	21	5	17	7	32	0	0	0	0	3	284	358	3	1050	3	21	940	6	84	23	1	0	365	13
Bacteria	22	9	35	3	14	36	4	15	6	14	18	4	23	34	14	25	8	27	25	15	29	12	17	3	4	15	19	22	20	32	36	5	24	11	17	19	18	14	20
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	1	0	0	50	4	0	0	1	0	0	0	3	63	79	0	1	12	1	8	0	0	0	0	0	0	4	0	0	0	0	0	0	7	1	0	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; Veillonella_rogosae	39	5	0	6	3	10	1	2	0	1	1	0	1	0	1	0	11	14	0	0	7	2	0	0	102	142	268	9	299	0	2	250	0	28	0	0	2	57	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	6	1	2	0	0	13	0	8	24	0	44	5	3	15	75	0	0	27	0	0	0	0	0	7	0	0	0	13	0	17	0	23	0	4	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU206|NN=Oscillibacter_valericigenes_AB238598|D=95.4	11	11	1	147	37	123	1	105	35	51	265	50	13	580	351	160	14	426	38	400	0	0	5	16	0	0	5	0	0	32	135	1	369	31	326	19	1	58	66
